Title,lat,lng,Tags (Keywords),Features,Category,id
Hon-Jin Yaletown Sushi Restaurant,49.27331,-123.12042,",,","Takeout,Seating,WheelchairAccessible,ServesAlcohol,Reservations,TableService","Japanese,Sushi,Asian,Dinner,Lunch,VegetarianFriendly",19566
The Poke Shop,49.284393,-123.10912,",good thing,healthy place,good alternative,good break,many healthy option,many shop restaurant,excellent ramen,bright thing,great service,quick lunch,vegetable top,",Reservations,",,",19567
Kirin Mandarin Restaurant,49.28634,-123.125435,"dimsum,pekingduck,abalone,seafood,kingcrab,chilli,cantonese,good old taste,great make reservation,amazing food,way better restaurant,","Reservations,PrivateDining,Seating,ServesAlcohol,FullBar,TableService,Takeout","Chinese,Asian,Lunch,Dinner,VegetarianFriendly",19569
LOT185 Cafe + Wine Bar,49.28971,-123.11607,",,",,"Cafe,Contemporary,,",19570
Bon Crepe,49.286354,-123.12761,",great crepe,fantastic crepe,day good dessert,quick bite crepe,great location,friendly staff,many thing,","Takeout,WheelchairAccessible",",Lunch,Dinner,",19572
Khaghan Restaurant,49.29078,-123.1367,"kebab,persian,courses,taste,dishes,assortment good food,good second choice,great service,great atmosphere,awesome loghme kebab,lovely rice,sure decor,my favorite dish,their fantastic service,","Seating,TableService,Delivery,Takeout,Reservations,StreetParking,ServesAlcohol,FreeWifi,AcceptsCreditCards","MiddleEastern,Persian,Dinner,Lunch,Drinks,",19573
Hi Nippon,49.26793,-123.15692,",friendly good value,pleased service,nice assortment,very good cook,most everything,","Takeout,Seating,WheelchairAccessible,ServesAlcohol,Reservations,TableService","Japanese,Sushi,Asian,Lunch,Dinner,VegetarianFriendly",19574
Mirai Sushi Restaurant,49.281105,-123.10788,",great portion size,full place,quite good location,",Reservations,"Japanese,,",19575
Ramen Taka notsume,49.29022,-123.13435,",interesting ramen place,best ramen,many ramen,food service excellent,great deal,good first timer,good stuff,corner easy park,their original dragon,",TableService,"Japanese,Asian,Lunch,Dinner,Drinks,",19579
Herbs and Spices Cafe,49.285046,-123.11922,",nice place,beautiful restaurant,nice friendly cafe,nice vibe,detailed itemized receipt,most cassava cake,detailed print,delicious portion,very good sandwich,one interesting thing,verbally confirmed item,really friendly price,","Seating,TableService,Reservations","Philippine,International,Fusion,Asian,Canadian,Breakfast,Lunch,Dinner,Brunch,Drinks,VeganOptions,VegetarianFriendly",19580
Village Bistro,49.28131,-123.13206,",nice quick brunch,lamb amazing gnocchi,happy hour,good choice,very good caesar,adam excellent,","Delivery,Takeout,Reservations,Seating,Television,HighchairsAvailable,ServesAlcohol,FullBar,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,FreeWifi,AcceptsDiscover,TableService,AcceptsCreditCards","Canadian,Dinner,After-hours,GlutenFreeOptions",19581
The New Oxford,49.275814,-123.12216,",good food place,great food,great staff,happy hour drink,great vibe,nice beer,well exotic cocktail,loved wood work,comfortable bar,","Reservations,Seating,Television,ServesAlcohol,WheelchairAccessible,TableService","Bar,Pub,American,Canadian,Lunch,Dinner,After-hours,",19585
Stages Bistro & Lounge,49.263454,-123.12019,",,","Takeout,Reservations,Buffet,ParkingAvailable,StreetParking,Television,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,FullBar,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,DigitalPayments,AcceptsDiscover,Seating,AcceptsCreditCards,TableService","Canadian,Bar,Pub,Lunch,Dinner,Brunch,",19590
RedBeef Noodle Kitchen,49.268074,-123.1491,"beefnoodlesoup,avenue,joint,waitress,taste,good beef,many restaurant,good start,kind food,great job,spontaneous decision visit,clean look,which good sign,nice waitress,really great fact,","TableService,Seating","Chinese,Asian,Taiwanese,Dinner,",19591
Cardero Bottega,49.287064,-123.13565,",good staff,great stop,excellent cardero bottega,nice evening,good price,warm sunny day,healthy food,slice excellent food,very nice place,original daring pastry,stunning taste,cosy cute way,refreshing offering,","Seating,AcceptsMastercard,AcceptsVisa,FreeWifi,Takeout,OutdoorSeating,HighchairsAvailable","Canadian,Cafe,Breakfast,Lunch,Dinner,",19592
Wang's Taiwan Beef Noodle House,49.256268,-123.1149,",great taiwanese food,great price,many item,tofu delicious soup,more item bonus,authentic taiwanese taste,good work,",,"Pizza,Asian,,",19594
SushiVan,49.26292,-123.13833,",good quality,fresh innovative dish,friendly staff,consistently great sushi,just delightful lunch,still excellent tea,",Reservations,"Japanese,Sushi,,",19595
Q shi Q Japanese BBQ,49.2677,-123.10855,",good food,good variety menu,unique experience food,food superb,great spot,great concept,new favorite spot,impressive selection sake,unique drink,happy hour,friendly drink,many my friend,each easy mix,","Takeout,Seating,ParkingAvailable,StreetParking,WheelchairAccessible,ServesAlcohol,FullBar,AcceptsMastercard,AcceptsVisa,Freeoff-streetparking,WineandBeer,Reservations,AcceptsCreditCards,TableService","Japanese,Asian,Dinner,After-hours,Drinks,Lunch,",19596
Duso's Italian Foods,49.27254,-123.13563,",top olive oil,good food,available staff,available pasta,light dinner,",,"Italian,Breakfast,Lunch,Dinner,",19598
Disco Cheetah Korean Grill,49.28297,-123.11912,"lunch,koreanfriedchicken,ricebowl,pulledpork,fries,daviestreet,kfc,davies,taste,good flavour,great protein,great value money,great service,le impressive flavour,",,"Asian,Korean,,",19599
Sushi Jin,49.27965,-123.123604,"bluefintuna,brownrice,nigiri,chef,taste,dishes,blunt best sushi,vancouver great sushi,good amount,glad place,amazing experience,cheap sushi option,amazing freshness,exquisite uni,my favorite spot,very special moment,",Reservations,"Sushi,Seafood,Dinner,",19600
Verre,49.29334,-123.132324,"duckcassoulet,creamsauce,seawall,greatrestaurant,stanleypark,denman,mushrooms,appetizers,great time service,could great restaurant,good meal,lunch decor light,strong btw room,light lunch,lovely ambiance location,pleasant server,too many chip,top range,friendly greeting,our fantastic holiday,","Reservations,OutdoorSeating,Seating,ServesAlcohol,TableService,Takeout,ParkingAvailable,StreetParking,Television,HighchairsAvailable,WheelchairAccessible,FullBar,FreeWifi,AcceptsCreditCards,Waterfront,Non-smokingrestaurants,Sportsbars","American,Bar,Pub,Diningbars,Beerrestaurants,Dinner,Brunch,Drinks,",19601
Butter Kitchen,49.27691,-123.13071,",good food,good service,great value,sure suggest place,truly lovely meal,",Reservations,",,",19603
Villagio Cafe,49.29137,-123.12959,",great big breakfast,good meal,great breakfasr,interesting staff,austria rich flavor,quickly table,","Seating,WheelchairAccessible,Takeout","Cafe,Healthy,Breakfast,Lunch,Brunch,",19604
Tokyo John,49.25559,-123.11536,",friendly service,great service,great go place,great little restaurant,inventive roll,more choice,good pricing,more chef,their special roll,","Takeout,Seating,WheelchairAccessible,TableService","Japanese,Sushi,Asian,Dinner,Lunch,",19606
Lisa Lou's Chocolate Bar,49.2759,-123.10009,",good chocolate,great place,great taste,love friendly service,amazing assortment treat,dazzling array treat,many flavour,amazing person,love passionfruit,they great flavor,these sweet gent,",,"Canadian,Lunch,Dinner,",19607
Don Francesco Ristorante,49.287422,-123.11499,",great food,beautiful room service,excellent service,good assistance,","Reservations,Seating,ServesAlcohol,TableService","Italian,Dinner,Lunch,Drinks,",19609
La Prep,49.285645,-123.11218,",fruit smoothie excellent,great grub,nice change,very friendly service,",Reservations,"Healthy,Soups,,",19610
Golden Garden Vietnamese Cuisine,49.280167,-123.09989,",good place,most vietnamese restaurant,ok restaurant,many dish pho,awesome food,delicious place,love place,friendly staff,great bread,popular dish,very good price,st clean,more venue,very nice waiter,beautifully grilled prawn,","Seating,Takeout,Reservations,WheelchairAccessible,TableService","Asian,Vietnamese,Lunch,Dinner,",19614
Juliet's Cafe and Catering,49.27268,-123.14816,",available lunch,gluten free bread,nice staff,awesome sandwich list,juliette favorite veggie,pleasant pine,enthusiastic welcome,nice well,really good food,more than year,","Takeout,Seating,WheelchairAccessible,Reservations","Cafe,Breakfast,Lunch,Brunch,VegetarianFriendly",19615
The Greek Gastown,49.28306,-123.10437,"moussaka,ekmek,pork,calamari,exceptionalfood,dishes,great greek food,great food,great service,many great souvlaki,great location,delicious food,good vibe,good thing,appetizer nice,three great meal,beautiful decor,highly friendly staff,really nice experience,very cool tune,","Reservations,Seating,TableService","Mediterranean,Greek,Dinner,Lunch,",19617
Pete’s Meat,49.260826,-123.15329,",,",,",Lunch,Dinner,",19618
Mediterranean Grill,49.28781,-123.14107,"chickenshawarma,westend,quickservice,stanleypark,persian,delicious food,great place,vancouver kind server,awesome service,one best restaurant,many people,very good service,confidently p,","Delivery,Takeout,Seating,StreetParking,Television,DigitalPayments,FreeWifi,AcceptsCreditCards,Reservations,ServesAlcohol,TableService","MiddleEastern,Mediterranean,Greek,Persian,After-hours,Drinks,Lunch,Dinner,",19621
Speakeasy On Granville,49.280197,-123.12186,",waiter top beer,happy hour price,good notice,good group,most place,outdoor table love,vancouver great service,great music,great lunch,top manager,one full sausage,","Reservations,Seating,Television,ServesAlcohol,FullBar,TableService","Bar,Pub,American,Canadian,Lunch,Dinner,After-hours,",19622
Colette Grand Cafe,49.284775,-123.116615,",good food,service good,cool dessert,really good service,cool server,good oyster,glad menu,super fun,even better service,lovely choice,perfectly cooked omelette,","Seating,WheelchairAccessible,ServesAlcohol,Reservations,TableService","French,Cafe,Lunch,Dinner,Drinks,VegetarianFriendly",19623
La Petite Crepe,49.28795,-123.12082,",wonderful crepe,quick lunch food,nice friendly staff,quick service,sure great place,","Takeout,Seating","French,Cafe,Breakfast,Lunch,",19625
Indian Junction Bar & Grill,49.25526,-123.11473,"lunch,curry,excellentindianfood,vegetarian,dishes,,","Reservations,Seating,TableService","Indian,Lunch,Dinner,",19627
Yu Shang Hot Pot,49.263393,-123.125275,"hotpot,soup,seafood,condimentstation,emptyplates,veggies,best hot pot,good variety beef,best share,good local lager,great service,vancouver beautiful restaurant,most item,more seaweed peanut,one best thing,most room,absolutely delicious sauce,great vegan choice,more information,special matsutake,amazing range,which popular drink,great everyone,",,",Dinner,",19628
Sunset Beach Concession,49.27982,-123.13903,",great fried onion,light food,great one vancouver,love bun,best veggie burger,very nice staff,",,",,",19630
Pazzo Chow,49.27894,-123.10205,",most people,hour free parking,neighbourhood friendly price,amazing quinoa salad,egg top,sarah nice,nearby true treat,",,"Italian,,",19631
Congee Noodle Delight,49.280605,-123.106094,"lunch,bbqduck,noodles,internationalvillage,noodleshop,dish,good food,better day neighbourhood,nice bowl congee,better duck hand,excellent cantonese congee,grab quick bite,special trip,happy hour,free hour,my favorite congee,","Takeout,Seating,WheelchairAccessible,TableService","Chinese,Asian,Lunch,Dinner,",19632
Sha Lin Noodle House,49.263126,-123.1166,",great noodle house,delicious dumpling,awesome love,most wonderful meal,",Takeout,"Chinese,Asian,Lunch,Dinner,",19634
Sushi Maki Japanese Cuisine,49.28078,-123.12491,",fresh good restaurant,friendly service boot,online easy food,interesting lotus,large satisfying,fine dining,","Takeout,TableService","Japanese,Sushi,Asian,Dinner,Lunch,",19635
Zaccary's Pizza,49.25751,-123.127,",best pizza,better pizza place,good crust,good pepperoni pizza,boy delicious,great za tues,","Takeout,Delivery,WheelchairAccessible","Pizza,Canadian,Dinner,",19637
Rice'n Spice,49.28532,-123.12153,",more dish,excellent selection dish,good price,huge dish,good service,quick meal,excellent value,friendly people,great price everything,",,"Fastfood,Thai,Dinner,Lunch,",19639
EXP Restaurant & Bar,49.282402,-123.11108,",,","Reservations,Seating,TableService","Bar,Pub,American,Canadian,Dinner,",19640
Yagoto Sushi Dining,49.26359,-123.15472,",good service,good value,guilt free sashimi,many nearby competitor,most establishment chef,bonus easy jazz,nice premise,squicky clean,especially love,",,"Sushi,,",19641
Cafe Gloucester,49.255558,-123.11485,"frenchtoast,porkcutlet,rice,soup,fishcakes,fries,hongkongstylecafe,icedtea,quickmeal,comfortfood,crispy,spicy,hour good service,adequate food,free coffee tea,more attitude,good comment,outstanding cafe gloucester,more comfy,more space,able stay,luckily unscathed server,","Takeout,Reservations,Seating,WheelchairAccessible,TableService","Chinese,Asian,Lunch,Dinner,Breakfast,Brunch,VegetarianFriendly",19642
Mr Greek,49.27751,-123.12574,"donair,falafel,lamb,fixings,granville,sauce,office best donairs,nice grilled meat,very good meat,one best falafel,also good guy,",,"Greek,,",19643
Ebisu on Broadway,49.264084,-123.118256,",good sushi place,popular place,many sushi place,nice view,quick lunch,great view,most good view,light vinegar broth,bed cabbage love,fantastic food,their lunch special,eventually able order,","Reservations,Seating,ServesAlcohol,Takeout,TableService","Japanese,Sushi,Asian,Lunch,Dinner,",19644
Marulilu Cafe,49.263298,-123.11424,",good service,super food natto,top rice,wonderful vancouver,friendly service,very good value,vancouver am glad,",Seating,"Japanese,Cafe,Breakfast,Lunch,Dinner,Brunch,",19645
Carlos O'Bryan's Neighborhood Pub,49.265404,-123.14555,",good selection craft,great service chubanya,very good place,very good service,very good server,good trivia night,overall delightful experience,their happy hour,sound system,really enjoyed pub,love vibe,more flavor,","Takeout,Reservations,OutdoorSeating,Seating,ParkingAvailable,StreetParking,Television,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,FullBar,WineandBeer,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,DigitalPayments,FreeWifi,AcceptsCreditCards,TableService","American,Irish,Bar,Pub,Lunch,Dinner,After-hours,Drinks,",19647
Robson Mongolian B.B. Grill,49.28642,-123.12744,",,","Takeout,Seating,ServesAlcohol,TableService","Mongolian,Asian,Lunch,Dinner,",19649
Kim House Japanese Bistro,49.283604,-123.11453,",sushi great quality,good food,best sashimi,great staff,more lunch special,pleasant change,quite good hole,never bad choice,","Takeout,Reservations,Seating,WheelchairAccessible","Japanese,Sushi,Asian,Lunch,Dinner,VegetarianFriendly",19650
One Noodle Bistro,49.26351,-123.1238,",quick lunch,wonderful tea,quick dinner,excellent hand,very full flavour,",,"Chinese,Asian,,",19651
